Category_Character;Category_Name;Group_Number;Group_Name;Disease;OMIM;OMIM.link;HPO.link;Gene;Function;Incidence;Artefact disclaimer;Metabolite;HMDB.code;HMDB.link;M/z;Isobaric_compounds;Isobaric_Compounds_Names;Biomarker_PathwayPosition_BodyFluid;Biomarker_PathwayPosition_BodyFluid_Weight;Change;Change_Weight;Importance;Importance_Weight;Total_Weight;Absolute_Weight;Dispensability;Zscore_Cutoff;Diagnosis_Blood
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Maple syrup urine disease;248600;https://omim.org/entry/248600;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:248600;"BCKDHA; BDKDHB; DBT; DLD";Enzyme;Estimated 1:150,000;No possible artefacts to report;3-Methyl-2-oxovaleric acid;HMDB00491;http://www.hmdb.ca/metabolites/HMDB00491;130.1418;Yes;"2-Methyl-3-Ketovaleric acid; Ketoleucine; 2-Ketohexanoic acid; Mevalonolactone; 3-Oxohexanoic acid; Adipate semialdehyde; Pantolactone";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Maple syrup urine disease;248600;https://omim.org/entry/248600;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:248600;"BCKDHA; BDKDHB; DBT; DLD";Enzyme;Estimated 1:150,000;No possible artefacts to report;Hydroxyisocaproic acid;HMDB00746;http://www.hmdb.ca/metabolites/HMDB00746;132.1577;Yes;"2-Hydroxy-3-Methylpentanoic acid; 3-Hydroxyhexanoic acid; 5-Hydroxyhexanoic acid; 6-Hydroxyhexanoic acid; D-Leucic acid; Leucinic acid; 2-Hydroxycaproic acid; 2-Methyl-3-hydroxyvaleric acid; Butoxyacetic acid; Threo-3-Hydroxy-2methylbutyric acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Maple syrup urine disease;248600;https://omim.org/entry/248600;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:248600;"BCKDHA; BDKDHB; DBT; DLD";Enzyme;Estimated 1:150,000;No possible artefacts to report;2-Hydroxy-3-methylpentanoic acid;HMDB00317;http://www.hmdb.ca/metabolites/HMDB00317;132.1577;Yes;"3-Hydroxyhexanoic acid; 5-Hydroxyhexanoic acid; 6-Hydroxyhexanoic acid; D-Leucic acid; Leucinic acid; Hydroxyisocaproic acid; 2-Hydroxycaproic acid; 2-Methyl-3-hydroxyvaleric acid; Butoxyacetic acid; Threo-3-Hydroxy-2methylbutyric acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Methylmalonic aciduria - Isolated;251000;https://omim.org/entry/251000;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:251000;"MUT; MMAA; MMAB; MMADHC; MCEE";Enzyme;Estimated 1:48.000-1:61.000;No possible artefacts to report;PAMMA-DiagRatio-C3/C2;HMDB0AC08;NA;NA_Ratio_0AC08;No;NA;Plasma;2;Increase;1;Critical;5;10;10;Indispensable;1.5;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Methylmalonic aciduria - Isolated;251000;https://omim.org/entry/251000;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:251000;"MUT; MMAA; MMAB; MMADHC; MCEE";Enzyme;Estimated 1:48.000-1:61.000;No possible artefacts to report;Methylmalonic acid;HMDB00202;http://www.hmdb.ca/metabolites/HMDB00202;118.088;Yes;"Succinic acid; Erythrono-1,4-lactone; Threonolactone";CSF;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Methylmalonic aciduria - Isolated;251000;https://omim.org/entry/251000;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:251000;"MUT; MMAA; MMAB; MMADHC; MCEE";Enzyme;Estimated 1:48.000-1:61.000;No possible artefacts to report;Methylmalonic acid;HMDB00202;http://www.hmdb.ca/metabolites/HMDB00202;118.088;Yes;"Succinic acid; Erythrono-1,4-lactone; Threonolactone";Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Methylmalonic aciduria - Isolated;251000;https://omim.org/entry/251000;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:251000;"MUT; MMAA; MMAB; MMADHC; MCEE";Enzyme;Estimated 1:48.000-1:61.000;No possible artefacts to report;2-Methylcitric acid;HMDB00379;http://www.hmdb.ca/metabolites/HMDB00379;206.1501;Yes;"Homocitric acid; Methylisocitric acid; 3-(Carboxymethyl)-3-hydroxypentanedioic acid";Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Methylmalonic aciduria - Isolated;251000;https://omim.org/entry/251000;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:251000;"MUT; MMAA; MMAB; MMADHC; MCEE";Enzyme;Estimated 1:48.000-1:61.000;No possible artefacts to report;Propionylcarnitine;HMDB00824;http://www.hmdb.ca/metabolites/HMDB00824;217.2622;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Methylmalonic aciduria - Isolated;251000;https://omim.org/entry/251000;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:251000;"MUT; MMAA; MMAB; MMADHC; MCEE";Enzyme;Estimated 1:48.000-1:61.000;No possible artefacts to report;Methylmalonylcarnitine;HMDB13133;http://www.hmdb.ca/metabolites/HMDB13133;261.2717;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Methylmalonic aciduria - Isolated;251000;https://omim.org/entry/251000;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:251000;"MUT; MMAA; MMAB; MMADHC; MCEE";Enzyme;Estimated 1:48.000-1:61.000;No possible artefacts to report;Methylmalonic acid;HMDB00202;http://www.hmdb.ca/metabolites/HMDB00202;118.088;Yes;"Succinic acid; Erythrono-1,4-lactone; Threonolactone";Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Methylmalonic aciduria - Isolated;251000;https://omim.org/entry/251000;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:251000;"MUT; MMAA; MMAB; MMADHC; MCEE";Enzyme;Estimated 1:48.000-1:61.000;No possible artefacts to report;2-Methylcitric acid;HMDB00379;http://www.hmdb.ca/metabolites/HMDB00379;206.1501;Yes;"Homocitric acid; Methylisocitric acid; 3-(Carboxymethyl)-3-hydroxypentanedioic acid";Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Methylmalonic aciduria - Isolated;251000;https://omim.org/entry/251000;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:251000;"MUT; MMAA; MMAB; MMADHC; MCEE";Enzyme;Estimated 1:48.000-1:61.000;No possible artefacts to report;L-Carnitine;HMDB00062;http://www.hmdb.ca/metabolites/HMDB00062;161.1989;No;NA;Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Methylmalonic aciduria - Isolated;251000;https://omim.org/entry/251000;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:251000;"MUT; MMAA; MMAB; MMADHC; MCEE";Enzyme;Estimated 1:48.000-1:61.000;No possible artefacts to report;Heptadecanoyl carnitine;HMDB06210;http://www.hmdb.ca/metabolites/HMDB06210;413.6343;No;NA;Plasma;2;Increase;1;Supportive;1;2;2;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Methylmalonic aciduria - Isolated;251000;https://omim.org/entry/251000;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:251000;"MUT; MMAA; MMAB; MMADHC; MCEE";Enzyme;Estimated 1:48.000-1:61.000;No possible artefacts to report;Glycine;HMDB00123;http://www.hmdb.ca/metabolites/HMDB00123;75.0666;No;NA;Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Methylmalonic aciduria - Isolated;251000;https://omim.org/entry/251000;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:251000;"MUT; MMAA; MMAB; MMADHC; MCEE";Enzyme;Estimated 1:48.000-1:61.000;No possible artefacts to report;Propionylglycine;HMDB00783;http://www.hmdb.ca/metabolites/HMDB00783;131.1299;Yes;"4-Hydroxyproline; 4-Hydroxy-L-Proline; 4-Hydroxy-2-pyrrolidinecarboxylic acid; Trans-3-hydroxy-L-Proline; cis-4-Hydroxy-D-Proline; N-Acetyl-L-Alanine; 5-Aminolevulinic acid; 5-Amino-2-oxopentanoic acid; L-Glutamic gamma-semialdehyde";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Propionic aciduria;606054;https://omim.org/entry/606054;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:606054;"PCCA; PCCB";Enzyme;Estimated 1:100,000;No possible artefacts to report;PAMMA-DiagRatio-C3/C2;HMDB0AC08;NA;NA_Ratio_0AC08;No;NA;Plasma;2;Increase;1;Critical;5;10;10;Indispensable;1.5;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Propionic aciduria;606054;https://omim.org/entry/606054;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:606054;"PCCA; PCCB";Enzyme;Estimated 1:100,000;No possible artefacts to report;Propionic acid;HMDB00237;http://www.hmdb.ca/metabolites/HMDB00237;74.0785;Yes;Lactaldehyde;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Propionic aciduria;606054;https://omim.org/entry/606054;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:606054;"PCCA; PCCB";Enzyme;Estimated 1:100,000;No possible artefacts to report;Glycine;HMDB00123;http://www.hmdb.ca/metabolites/HMDB00123;75.0666;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Propionic aciduria;606054;https://omim.org/entry/606054;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:606054;"PCCA; PCCB";Enzyme;Estimated 1:100,000;No possible artefacts to report;2-Methylcitric acid;HMDB00379;http://www.hmdb.ca/metabolites/HMDB00379;206.1501;Yes;"Homocitric acid; Methylisocitric acid; 3-(Carboxymethyl)-3-hydroxypentanedioic acid";Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Propionic aciduria;606054;https://omim.org/entry/606054;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:606054;"PCCA; PCCB";Enzyme;Estimated 1:100,000;No possible artefacts to report;Propionylcarnitine;HMDB00824;http://www.hmdb.ca/metabolites/HMDB00824;217.2622;No;NA;Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Propionic aciduria;606054;https://omim.org/entry/606054;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:606054;"PCCA; PCCB";Enzyme;Estimated 1:100,000;No possible artefacts to report;Glycine;HMDB00123;http://www.hmdb.ca/metabolites/HMDB00123;75.0666;No;NA;Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Propionic aciduria;606054;https://omim.org/entry/606054;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:606054;"PCCA; PCCB";Enzyme;Estimated 1:100,000;No possible artefacts to report;2-Methylcitric acid;HMDB00379;http://www.hmdb.ca/metabolites/HMDB00379;206.1501;Yes;"Homocitric acid; Methylisocitric acid; 3-(Carboxymethyl)-3-hydroxypentanedioic acid";Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Propionic aciduria;606054;https://omim.org/entry/606054;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:606054;"PCCA; PCCB";Enzyme;Estimated 1:100,000;No possible artefacts to report;Propionylcarnitine;HMDB00824;http://www.hmdb.ca/metabolites/HMDB00824;217.2622;No;NA;Urine;1;Increase;1;Important influence;3;3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Propionic aciduria;606054;https://omim.org/entry/606054;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:606054;"PCCA; PCCB";Enzyme;Estimated 1:100,000;No possible artefacts to report;L-Carnitine;HMDB00062;http://www.hmdb.ca/metabolites/HMDB00062;161.1989;No;NA;Plasma;2;Decrease;-1.5;Supportive;1;-3;3;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Propionic aciduria;606054;https://omim.org/entry/606054;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:606054;"PCCA; PCCB";Enzyme;Estimated 1:100,000;No possible artefacts to report;L-Glutamine;HMDB00641;http://www.hmdb.ca/metabolites/HMDB00641;146.1445;Yes;"D-Glutamine; Ureidoisobutyric acid; Alanylglycine; Alanyl-Glycine";Plasma;2;Increase;1;Supportive;1;2;2;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Propionic aciduria;606054;https://omim.org/entry/606054;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:606054;"PCCA; PCCB";Enzyme;Estimated 1:100,000;No possible artefacts to report;Heptadecanoyl carnitine;HMDB06210;http://www.hmdb.ca/metabolites/HMDB06210;413.6343;No;NA;Plasma;2;Increase;1;Supportive;1;2;2;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Propionic aciduria;606054;https://omim.org/entry/606054;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:606054;"PCCA; PCCB";Enzyme;Estimated 1:100,000;No possible artefacts to report;3-Hydroxypropionic acid;HMDB00700;http://www.hmdb.ca/metabolites/HMDB00700;90.0779;Yes;"L- and D-Lactic acid; Glyceraldehyde; Dihydroxyacetone; Methoxyacetic acid";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;14;Disorders of branched-chain amino acid metabolism;Propionic aciduria;606054;https://omim.org/entry/606054;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:606054;"PCCA; PCCB";Enzyme;Estimated 1:100,000;No possible artefacts to report;Propionylglycine;HMDB00783;http://www.hmdb.ca/metabolites/HMDB00783;131.1299;Yes;"4-Hydroxyproline; 4-Hydroxy-L-Proline; 4-Hydroxy-2-pyrrolidinecarboxylic acid; Trans-3-hydroxy-L-Proline; cis-4-Hydroxy-D-Proline; N-Acetyl-L-Alanine; 5-Aminolevulinic acid; 5-Amino-2-oxopentanoic acid; L-Glutamic gamma-semialdehyde";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;15;Disorders of lysine metabolism;Alpha-aminoadipic semialdehyde dehydrogenase deficiency;266100;https://omim.org/entry/266100;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:266100;ALDH7A1;Enzyme;Estimated 1:20,000-1:783.000;Consider dietary deficiency;Alpha-aminoadipic acid delta-semialdehyde;HMDB01263;http://www.hmdb.ca/metabolites/HMDB01263;145.1564;Yes;"Isobutyrylglycine; N-butyrylglycine; 4-Acetamidobutanoic acid; 5-Amino-3-oxohexanoate; 2-Amino-6-oxohexanoate; 2-Keto-6-aminocaproate";Plasma;2;Increase;1;Critical;5;10;10;Indispensable;2.0;Yes
A;Disorders of nitrogen-containing compounds;15;Disorders of lysine metabolism;Alpha-aminoadipic semialdehyde dehydrogenase deficiency;266100;https://omim.org/entry/266100;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:266100;ALDH7A1;Enzyme;Estimated 1:20,000-1:783.000;Consider dietary deficiency;Alpha-aminoadipic acid delta-semialdehyde;HMDB01263;http://www.hmdb.ca/metabolites/HMDB01263;145.1564;Yes;"Isobutyrylglycine; N-butyrylglycine; 4-Acetamidobutanoic acid; 5-Amino-3-oxohexanoate; 2-Amino-6-oxohexanoate; 2-Keto-6-aminocaproate";CSF;2;Increase;1;Critical;5;10;10;Indispensable;2.0;Yes
A;Disorders of nitrogen-containing compounds;15;Disorders of lysine metabolism;Alpha-aminoadipic semialdehyde dehydrogenase deficiency;266100;https://omim.org/entry/266100;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:266100;ALDH7A1;Enzyme;Estimated 1:20,000-1:783.000;Consider dietary deficiency;1-Piperideine-6-carboxylate;HMDB01084;http://www.hmdb.ca/metabolites/HMDB01084;126.136;Yes;1-Piperideine-2-carboxylic acid;Plasma;2;Increase;1;Critical;5;10;10;Indispensable;2.0;Yes
A;Disorders of nitrogen-containing compounds;15;Disorders of lysine metabolism;Alpha-aminoadipic semialdehyde dehydrogenase deficiency;266100;https://omim.org/entry/266100;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:266100;ALDH7A1;Enzyme;Estimated 1:20,000-1:783.000;Consider dietary deficiency;1-Piperideine-6-carboxylate;HMDB01084;http://www.hmdb.ca/metabolites/HMDB01084;126.136;Yes;1-Piperideine-2-carboxylic acid;CSF;2;Increase;1;Critical;5;10;10;Indispensable;2.0;Yes
A;Disorders of nitrogen-containing compounds;15;Disorders of lysine metabolism;Alpha-aminoadipic semialdehyde dehydrogenase deficiency;266100;https://omim.org/entry/266100;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:266100;ALDH7A1;Enzyme;Estimated 1:20,000-1:783.000;Consider dietary deficiency;Alpha-aminoadipic acid delta-semialdehyde;HMDB01263;http://www.hmdb.ca/metabolites/HMDB01263;145.1564;Yes;"Isobutyrylglycine; N-butyrylglycine; 4-Acetamidobutanoic acid; 5-Amino-3-oxohexanoate; 2-Amino-6-oxohexanoate; 2-Keto-6-aminocaproate";Urine;1;Increase;1;Critical;5;5;5;Indispensable;2.0;Yes
A;Disorders of nitrogen-containing compounds;15;Disorders of lysine metabolism;Alpha-aminoadipic semialdehyde dehydrogenase deficiency;266100;https://omim.org/entry/266100;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:266100;ALDH7A1;Enzyme;Estimated 1:20,000-1:783.000;Consider dietary deficiency;1-Piperideine-6-carboxylate;HMDB01084;http://www.hmdb.ca/metabolites/HMDB01084;126.136;Yes;1-Piperideine-2-carboxylic acid;Urine;1;Increase;1;Critical;5;5;5;Indispensable;2.0;Yes
A;Disorders of nitrogen-containing compounds;15;Disorders of lysine metabolism;Alpha-aminoadipic semialdehyde dehydrogenase deficiency;266100;https://omim.org/entry/266100;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:266100;ALDH7A1;Enzyme;Estimated 1:20,000-1:783.000;Consider dietary deficiency;Pipecolic acid;HMDB00070;http://www.hmdb.ca/metabolites/HMDB00070;129.157;Yes;"L- and D-Pipecolic acid; N4-Acetylaminobutanal";Plasma;2;Increase;1;Supportive;1;2;2;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;15;Disorders of lysine metabolism;Alpha-aminoadipic semialdehyde dehydrogenase deficiency;266100;https://omim.org/entry/266100;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:266100;ALDH7A1;Enzyme;Estimated 1:20,000-1:783.000;Consider dietary deficiency;Pipecolic acid;HMDB00070;http://www.hmdb.ca/metabolites/HMDB00070;129.157;Yes;"L- and D-Pipecolic acid; N4-Acetylaminobutanal";CSF;2;Increase;1;Supportive;1;2;2;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;15;Disorders of lysine metabolism;Alpha-aminoadipic semialdehyde dehydrogenase deficiency;266100;https://omim.org/entry/266100;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:266100;ALDH7A1;Enzyme;Estimated 1:20,000-1:783.000;Consider dietary deficiency;Pipecolic acid;HMDB00070;http://www.hmdb.ca/metabolites/HMDB00070;129.157;Yes;"L- and D-Pipecolic acid; N4-Acetylaminobutanal";Urine;1;Increase;1;Supportive;1;1;1;Dispensable;;Yes
A;Disorders of nitrogen-containing compounds;15;Disorders of lysine metabolism;Glutaric aciduria type I;231670;https://omim.org/entry/231670;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:231670;GCDH;Enzyme;Estimated 1:100,000;No possible artefacts to report;Glutarylcarnitine;HMDB13130;http://www.hmdb.ca/metabolites/HMDB13130;275.301;No;NA;Plasma;2;Increase;1;Critical;5;10;10;Indispensable;2.0;Yes
A;Disorders of nitrogen-containing compounds;15;Disorders of lysine metabolism;Glutaric aciduria type I;231670;https://omim.org/entry/231670;http://compbio.charite.de/hpoweb/showterm?id=HP:0000118#disease=OMIM:231670;GCDH;Enzyme;Estimated 1:100,000;No possible artefacts to report;Glutaric acid;HMDB00661;http://www.hmdb.ca/metabolites/HMDB00661;132.1146;Yes;"Monoethyl malonic acid; Dimethylmalonic acid; Ethylmalonic acid; Methylsuccinic acid; 2-Acetolactate";Plasma;2;Increase;1;Important influence;3;6;6;Dispensable;;Yes
